mi.mitnumber,mi.modification,mi.number,valid_date,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_
76645-19,Нет модификации,0055230069,2024-06-13T00:00:00Z,С-В/14-06-2023/256236799,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256236799,2023-06-14T00:00:00Z,1774861118462754821
76645-19,Нет модификации,0055230068,2024-06-13T00:00:00Z,С-В/14-06-2023/256236800,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256236800,2023-06-14T00:00:00Z,1774861118754258949
76645-19,Нет модификации,0055230065,2024-06-13T00:00:00Z,С-В/14-06-2023/256236803,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256236803,2023-06-14T00:00:00Z,1774861118906302464
76645-19,Нет модификации,0055230064,2024-06-13T00:00:00Z,С-В/14-06-2023/256236804,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256236804,2023-06-14T00:00:00Z,1774861118906302469
76645-19,Нет модификации,0055230063,2024-06-13T00:00:00Z,С-В/14-06-2023/256236805,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256236805,2023-06-14T00:00:00Z,1774861118907351042
76645-19,Нет модификации,0055230062,2024-06-13T00:00:00Z,С-В/14-06-2023/256236806,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256236806,2023-06-14T00:00:00Z,1774861118908399617
76645-19,Нет модификации,0055230061,2024-06-13T00:00:00Z,С-В/14-06-2023/256236807,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-256236807,2023-06-14T00:00:00Z,1774861118908399622
76645-19,Нет модификации,0055230060,2024-05-21T00:00:00Z,С-В/22-05-2023/249381818,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381818,2023-05-22T00:00:00Z,1774857968061251585
76645-19,Нет модификации,0055230059,2024-05-21T00:00:00Z,С-В/22-05-2023/249381819,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381819,2023-05-22T00:00:00Z,1774857968065445894
76645-19,Нет модификации,0055230058,2024-05-21T00:00:00Z,С-В/22-05-2023/249381820,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381820,2023-05-22T00:00:00Z,1774857968073834497
76645-19,Нет модификации,0055230057,2024-05-21T00:00:00Z,С-В/22-05-2023/249381821,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381821,2023-05-22T00:00:00Z,1774857968088514560
76645-19,Нет модификации,0055230056,2024-05-21T00:00:00Z,С-В/22-05-2023/249381822,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381822,2023-05-22T00:00:00Z,1774857968089563140
76645-19,Нет модификации,0055230055,2024-05-21T00:00:00Z,С-В/22-05-2023/249381823,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381823,2023-05-22T00:00:00Z,1774857968092708866
76645-19,Нет модификации,0055230054,2024-05-21T00:00:00Z,С-В/22-05-2023/249381825,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381825,2023-05-22T00:00:00Z,1774857968096903173
76645-19,Нет модификации,0055230053,2024-05-21T00:00:00Z,С-В/22-05-2023/249381826,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381826,2023-05-22T00:00:00Z,1774857968101097475
76645-19,Нет модификации,0055230052,2024-05-21T00:00:00Z,С-В/22-05-2023/249381827,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381827,2023-05-22T00:00:00Z,1774857968103194624
76645-19,Нет модификации,0055230051,2024-05-21T00:00:00Z,С-В/22-05-2023/249381828,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381828,2023-05-22T00:00:00Z,1774857968106340358
76645-19,Нет модификации,0055230050,2024-05-21T00:00:00Z,С-В/22-05-2023/249381829,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381829,2023-05-22T00:00:00Z,1774857968108437507
76645-19,Нет модификации,0055230049,2024-05-21T00:00:00Z,С-В/22-05-2023/249381830,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381830,2023-05-22T00:00:00Z,1774857968111583235
76645-19,Нет модификации,0055230048,2024-05-21T00:00:00Z,С-В/22-05-2023/249381831,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381831,2023-05-22T00:00:00Z,1774857968113680386
76645-19,Нет модификации,0055230047,2024-05-21T00:00:00Z,С-В/22-05-2023/249381832,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381832,2023-05-22T00:00:00Z,1774857968114728963
76645-19,Нет модификации,0055230046,2024-05-21T00:00:00Z,С-В/22-05-2023/249381833,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381833,2023-05-22T00:00:00Z,1774857968117874690
76645-19,Нет модификации,0055230045,2024-05-21T00:00:00Z,С-В/22-05-2023/249381834,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381834,2023-05-22T00:00:00Z,1774857968119971840
76645-19,Нет модификации,0055230044,2024-05-21T00:00:00Z,С-В/22-05-2023/249381835,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381835,2023-05-22T00:00:00Z,1774857968123117570
76645-19,Нет модификации,0055230043,2024-05-21T00:00:00Z,С-В/22-05-2023/249381837,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381837,2023-05-22T00:00:00Z,1774857968127311875
76645-19,Нет модификации,0055230042,2024-05-21T00:00:00Z,С-В/22-05-2023/249381838,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381838,2023-05-22T00:00:00Z,1774857968130457603
76645-19,Нет модификации,0055230041,2024-05-21T00:00:00Z,С-В/22-05-2023/249381839,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-249381839,2023-05-22T00:00:00Z,1774857968137797632
76645-19,Нет модификации,0055230040,2024-05-10T00:00:00Z,С-В/11-05-2023/246704660,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704660,2023-05-11T00:00:00Z,1774858545918902276
76645-19,Нет модификации,0055230039,2024-05-10T00:00:00Z,С-В/11-05-2023/246704661,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704661,2023-05-11T00:00:00Z,1774858545919950848
76645-19,Нет модификации,0055230038,2024-05-10T00:00:00Z,С-В/11-05-2023/246704662,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704662,2023-05-11T00:00:00Z,1774858545919950852
76645-19,Нет модификации,0055230037,2024-05-10T00:00:00Z,С-В/11-05-2023/246704663,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704663,2023-05-11T00:00:00Z,1774858545919950854
76645-19,Нет модификации,0055230036,2024-05-10T00:00:00Z,С-В/11-05-2023/246704664,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704664,2023-05-11T00:00:00Z,1774858545920999426
76645-19,Нет модификации,0055230035,2024-05-10T00:00:00Z,С-В/11-05-2023/246704666,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704666,2023-05-11T00:00:00Z,1774858545922048000
76645-19,Нет модификации,0055230034,2024-05-10T00:00:00Z,С-В/11-05-2023/246704667,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704667,2023-05-11T00:00:00Z,1774858545922048003
76645-19,Нет модификации,0055230033,2024-05-10T00:00:00Z,С-В/11-05-2023/246704668,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704668,2023-05-11T00:00:00Z,1774858545923096576
76645-19,Нет модификации,0055230032,2024-05-10T00:00:00Z,С-В/11-05-2023/246704669,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704669,2023-05-11T00:00:00Z,1774858545923096578
76645-19,Нет модификации,0055230031,2024-05-10T00:00:00Z,С-В/11-05-2023/246704670,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704670,2023-05-11T00:00:00Z,1774858545923096581
76645-19,Нет модификации,0055230030,2024-05-10T00:00:00Z,С-В/11-05-2023/246704671,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704671,2023-05-11T00:00:00Z,1774858545924145155
76645-19,Нет модификации,0055230029,2024-05-10T00:00:00Z,С-В/11-05-2023/246704672,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704672,2023-05-11T00:00:00Z,1774858545924145157
76645-19,Нет модификации,0055230028,2024-05-10T00:00:00Z,С-В/11-05-2023/246704673,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704673,2023-05-11T00:00:00Z,1774858545925193728
76645-19,Нет модификации,0055230027,2024-05-10T00:00:00Z,С-В/11-05-2023/246704674,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704674,2023-05-11T00:00:00Z,1774858545925193731
76645-19,Нет модификации,0055230026,2024-05-10T00:00:00Z,С-В/11-05-2023/246704675,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704675,2023-05-11T00:00:00Z,1774858545925193733
76645-19,Нет модификации,0055230025,2024-05-10T00:00:00Z,С-В/11-05-2023/246704676,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704676,2023-05-11T00:00:00Z,1774858545926242306
76645-19,Нет модификации,0055230024,2024-05-10T00:00:00Z,С-В/11-05-2023/246704677,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704677,2023-05-11T00:00:00Z,1774858545927290880
76645-19,Нет модификации,0055230023,2024-05-10T00:00:00Z,С-В/11-05-2023/246704678,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704678,2023-05-11T00:00:00Z,1774858545927290884
76645-19,Нет модификации,0055230022,2024-05-10T00:00:00Z,С-В/11-05-2023/246704679,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704679,2023-05-11T00:00:00Z,1774858545928339458
76645-19,Нет модификации,0055230021,2024-05-10T00:00:00Z,С-В/11-05-2023/246704680,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704680,2023-05-11T00:00:00Z,1774858545928339461
76645-19,Нет модификации,0055230020,2024-05-10T00:00:00Z,С-В/11-05-2023/246704681,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704681,2023-05-11T00:00:00Z,1774858545929388034
76645-19,Нет модификации,0055230019,2024-05-10T00:00:00Z,С-В/11-05-2023/246704682,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704682,2023-05-11T00:00:00Z,1774858545930436608
76645-19,Нет модификации,0055230018,2024-05-10T00:00:00Z,С-В/11-05-2023/246704683,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704683,2023-05-11T00:00:00Z,1774858545930436612
76645-19,Нет модификации,0055230017,2024-05-10T00:00:00Z,С-В/11-05-2023/246704684,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704684,2023-05-11T00:00:00Z,1774858545931485187
76645-19,Нет модификации,0055230016,2024-05-10T00:00:00Z,С-В/11-05-2023/246704685,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704685,2023-05-11T00:00:00Z,1774858545932533766
76645-19,Нет модификации,0055230015,2024-05-10T00:00:00Z,С-В/11-05-2023/246704686,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704686,2023-05-11T00:00:00Z,1774858545933582339
76645-19,Нет модификации,0055230014,2024-05-10T00:00:00Z,С-В/11-05-2023/246704687,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704687,2023-05-11T00:00:00Z,1774858545934630913
76645-19,Нет модификации,0055230013,2024-05-10T00:00:00Z,С-В/11-05-2023/246704688,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704688,2023-05-11T00:00:00Z,1774858545935679490
76645-19,Нет модификации,0055230012,2024-05-10T00:00:00Z,С-В/11-05-2023/246704689,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704689,2023-05-11T00:00:00Z,1774858545936728066
76645-19,Нет модификации,0055230011,2024-05-10T00:00:00Z,С-В/11-05-2023/246704690,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704690,2023-05-11T00:00:00Z,1774858545936728069
76645-19,Нет модификации,0055230010,2024-05-10T00:00:00Z,С-В/11-05-2023/246704691,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704691,2023-05-11T00:00:00Z,1774858545937776644
76645-19,Нет модификации,0055230009,2024-05-10T00:00:00Z,С-В/11-05-2023/246704692,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704692,2023-05-11T00:00:00Z,1774858545938825218
76645-19,Нет модификации,0055230008,2024-05-10T00:00:00Z,С-В/11-05-2023/246704693,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704693,2023-05-11T00:00:00Z,1774858545938825222
76645-19,Нет модификации,0055230007,2024-05-10T00:00:00Z,С-В/11-05-2023/246704694,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704694,2023-05-11T00:00:00Z,1774948640145539080
76645-19,Нет модификации,0055230006,2024-05-10T00:00:00Z,С-В/11-05-2023/246704695,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704695,2023-05-11T00:00:00Z,1774948640145539082
76645-19,Нет модификации,0055230005,2024-05-10T00:00:00Z,С-В/11-05-2023/246704696,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704696,2023-05-11T00:00:00Z,1774948640145539085
76645-19,Нет модификации,0055230004,2024-05-10T00:00:00Z,С-В/11-05-2023/246704697,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704697,2023-05-11T00:00:00Z,1774948640145539088
76645-19,Нет модификации,0055230003,2024-05-10T00:00:00Z,С-В/11-05-2023/246704698,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704698,2023-05-11T00:00:00Z,1774948640146587648
76645-19,Нет модификации,0055230002,2024-05-10T00:00:00Z,С-В/11-05-2023/246704699,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704699,2023-05-11T00:00:00Z,1774948640146587652
76645-19,Нет модификации,0055230001,2024-05-10T00:00:00Z,С-В/11-05-2023/246704700,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-246704700,2023-05-11T00:00:00Z,1774948640146587654
76645-19,Нет модификации,0097220006,2024-02-02T00:00:00Z,С-В/03-02-2023/226574453,Пригодно,ДВН-02,Датчики направления ветра,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-226574453,2023-02-03T00:00:00Z,1774952730982350854
